#Acq. time (s)=	10
#Accumulations=	1
#Range=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Single accum. (Size=3)
#Delay time (s)=	0.1
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Standard
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Synapse
#Objective=	x20SLWD
#Grating=	1800 gr/mm
#ND Filter=	100%
#Laser (nm)=	633 
#Spectro (cm-¹)=	1500.02
#Hole=	150.001
#Range=	Visible
#Collection=	Microscope
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	0
#Project=	20190124
#Sample=	1-2
#Site=	
#Title=	D_110
#Remark=	
#Date=	19.05.2019 06:05
#Acquired=	19.05.2019 06:05:01
1364.14	501.215
1364.41	499.167
1364.68	497.49
1364.95	496.008
1365.22	494.9
1365.49	493.698
1365.76	492.342
1366.04	490.696
1366.31	488.452
1366.58	485.576
1366.85	482.662
1367.12	479.746
1367.39	476.932
1367.66	474.149
1367.93	471.403
1368.2	468.741
1368.47	466.162
1368.74	463.627
1369.01	461.286
1369.29	459.036
1369.56	456.981
1369.83	455.003
1370.1	453.095
1370.37	451.263
1370.64	449.515
1370.91	447.775
1371.18	446.061
1371.45	444.592
1371.72	443.153
1371.99	441.778
1372.26	440.437
1372.53	439.117
1372.8	437.827
1373.07	436.532
1373.34	435.124
1373.62	433.765
1373.89	432.39
1374.16	431.005
1374.43	429.572
1374.7	428.179
1374.97	426.853
1375.24	425.169
1375.51	423.338
1375.78	421.592
1376.05	419.811
1376.32	418.038
1376.59	416.307
1376.86	414.581
1377.13	412.884
1377.4	411.057
1377.67	409.566
1377.94	408.466
1378.21	407.414
1378.48	406.405
1378.75	405.374
1379.02	404.398
1379.29	403.457
1379.56	402.546
1379.83	401.703
1380.1	400.885
1380.37	400.118
1380.64	399.349
1380.91	398.59
1381.18	397.668
1381.45	396.783
1381.72	396.173
1381.99	395.583
1382.26	395.018
1382.53	394.455
1382.8	393.821
1383.07	393.108
1383.34	392.182
1383.61	390.693
1383.88	389.17
1384.15	388.061
1384.42	387.112
1384.69	386.363
1384.96	385.656
1385.23	384.915
1385.5	383.946
1385.77	383.178
1386.04	382.406
1386.31	381.687
1386.57	380.967
1386.85	380.321
1387.11	379.765
1387.38	378.985
1387.65	378.145
1387.92	377.257
1388.19	376.388
1388.46	375.374
1388.73	374.425
1389	373.508
1389.27	372.577
1389.54	371.674
1389.81	370.824
1390.08	369.989
1390.35	369.122
1390.62	368.218
1390.89	367.35
1391.16	366.462
1391.43	365.664
1391.69	364.877
1391.96	364.183
1392.23	363.529
1392.5	362.971
1392.77	362.476
1393.04	362.581
1393.31	362.439
1393.58	362.235
1393.85	361.264
1394.12	359.649
1394.39	358.243
1394.65	356.93
1394.92	355.833
1395.19	354.898
1395.46	354.117
1395.73	353.515
1396	352.995
1396.27	352.686
1396.54	352.465
1396.81	352.375
1397.07	352.452
1397.34	352.687
1397.61	352.93
1397.88	353.132
1398.15	353.222
1398.42	353.033
1398.69	352.513
1398.96	351.155
1399.23	349.737
1399.49	348.271
1399.76	346.755
1400.03	345.465
1400.3	344.246
1400.57	343.102
1400.84	341.985
1401.11	340.991
1401.37	340.067
1401.64	339.204
1401.91	338.44
1402.18	337.849
1402.45	337.142
1402.72	336.987
1402.98	336.89
1403.25	337.009
1403.52	337.245
1403.79	337.573
1404.06	338.024
1404.33	338.44
1404.6	338.871
1404.86	339.298
1405.13	339.409
1405.4	339.521
1405.67	339.918
1405.94	340.248
1406.21	340.507
1406.47	340.527
1406.74	340.345
1407.01	338.873
1407.28	337.25
1407.55	335.629
1407.81	334.106
1408.08	332.69
1408.35	331.454
1408.62	330.349
1408.89	329.354
1409.15	328.528
1409.42	327.937
1409.69	327.509
1409.96	327.269
1410.23	327.009
1410.49	327.26
1410.76	327.655
1411.03	328.08
1411.3	328.558
1411.57	329.047
1411.83	329.508
1412.1	329.628
1412.37	329.691
1412.64	329.42
1412.91	329.196
1413.17	328.892
1413.44	328.501
1413.71	327.809
1413.98	327.076
1414.24	326.288
1414.51	325.526
1414.78	325.11
1415.05	325.377
1415.31	325.403
1415.58	325.321
1415.85	325.154
1416.12	324.461
1416.38	323.534
1416.65	322.581
1416.92	321.657
1417.19	320.766
1417.45	320.074
1417.72	319.531
1417.99	319.076
1418.26	318.798
1418.52	318.625
1418.79	318.679
1419.06	318.829
1419.33	319.267
1419.59	319.868
1419.86	320.674
1420.13	321.638
1420.4	322.59
1420.66	323.428
1420.93	323.327
1421.2	323.054
1421.46	322.595
1421.73	321.972
1422	321.237
1422.27	320.483
1422.53	319.835
1422.8	319.223
1423.07	318.489
1423.33	317.837
1423.6	315.426
1423.87	315.706
1424.14	316.244
1424.4	318.132
1424.67	320.197
1424.94	321.855
1425.2	323.217
1425.47	324.251
1425.74	324.972
1426	325.132
1426.27	324.887
1426.54	324.231
1426.8	323.165
1427.07	320.712
1427.34	319.953
1427.61	319.608
1427.87	319.749
1428.14	320.005
1428.41	320.147
1428.67	320.292
1428.94	320.368
